🇨🇳｜看直播说明,#genre#
湖南卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/hunanHD/__op/default/__f/index.m3u8#http://111.221.137.154:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0#http://live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
西藏卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/xizangSD/__op/default/__f/index.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8?
贵州卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/guizhouHD/__op/default/__f/index.m3u8#http://live.aishang.ctlcdn.com/00000110240318_1/playlist.m3u8?CONTENTID=00000110240318_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
辽宁卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/liaoningHD/__op/default/__f/index.m3u8#http://111.221.137.154:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0#http://live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
重庆卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/chongqingHD/__op/default/__f/index.m3u8#http://111.221.137.154:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0#http://live.aishang.ctlcdn.com/00000110240397_1/playlist.m3u8?CONTENTID=00000110240397_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
青海卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/qinghaiSD/__op/default/__f/index.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8
黑龙江卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/heilongjiangHD/__op/default/__f/index.m3u8#http://111.221.137.154:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0#http://live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
山东卫视,http://111.221.137.154:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0#http://live.aishang.ctlcdn.com/00000110240254_1/playlist.m3u8?CONTENTID=00000110240254_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
陕西卫视,http://111.221.137.154:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild#http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild#http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8#http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8#http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8

🇨🇳｜数字付费,#genre#
CCTV4K,http://hls.live.cqccn.com/__cl/cg:live/__c/CCTV4K/__op/default/__f/index.m3u8
CHC-电影,http://hls.live.cqccn.com/__cl/cg:live/__c/chcgqdyHD/__op/default/__f/index.m3u8
CHC-动作电影,http://hls.live.cqccn.com/__cl/cg:live/__c/chcdzdyHD/__op/default/__f/index.m3u8
CHC-家庭影院,http://hls.live.cqccn.com/__cl/cg:live/__c/chcjtyyHD/__op/default/__f/index.m3u8
CHC动作电影,http://live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC高清电影,http://live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC家庭影院,http://live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CCTV4K-25P-HLG源,http://159.75.85.63:5679/cctv4k.php

🇨🇳｜深圳,#genre#
深圳都市,http://111.221.137.154:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
深圳电视剧,http://111.221.137.154:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
深圳公共,http://111.221.137.154:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
深圳财经生活,http://111.221.137.154:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0

🇨🇳｜广东,#genre#
广东新闻,http://111.221.137.154:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
广东公共,http://111.221.137.154:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0

🇨🇳｜重庆,#genre#
重庆新闻,http://hls.live.cqccn.com/__cl/cg:live/__c/CQTVNewsHD/__op/default/__f/index.m3u8
重庆科教,http://hls.live.cqccn.com/__cl/cg:live/__c/CQTVkejiaoHD/__op/default/__f/index.m3u8
重庆影视,http://hls.live.cqccn.com/__cl/cg:live/__c/cqyingshiHD/__op/default/__f/index.m3u8
重庆文体娱乐,http://hls.live.cqccn.com/__cl/cg:live/__c/cqwtylHD/__op/default/__f/index.m3u8
重庆少儿,http://hls.live.cqccn.com/__cl/cg:live/__c/cqseHD/__op/default/__f/index.m3u8
重庆时尚生活,http://hls.live.cqccn.com/__cl/cg:live/__c/cqssgwHD/__op/default/__f/index.m3u8
重庆新农村,http://hls.live.cqccn.com/__cl/cg:live/__c/cqggncHD/__op/default/__f/index.m3u8

🇨🇳｜浙江,#genre#
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel04/360p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel06/360p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8?zzhed#http://hw-m-l.cztv.com/channels/lantian/channel10/360p.m3u8?zzhed

🇨🇳｜甘肃,#genre#
甘肃经济,https://hls.gstv.com.cn/49048r/10iv1j.m3u8?zgand
甘肃文化影院,https://hls.gstv.com.cn/49048r/w1l6d5.m3u8?zgand
甘肃都市,https://hls.gstv.com.cn/49048r/l54391.m3u8?zgand
甘肃公共应急,https://hls.gstv.com.cn/49048r/3t5xyc.m3u8?zgand
甘肃移动电视,https://hls.gstv.com.cn/49048r/y72q36.m3u8?zgand

🇨🇳｜云南,#genre#
美丽云南,https://www.ynbit.com:1937/cyds-mlyn/livestream/playlist.m3u8?zyund

🇨🇳｜安徽,#genre#
安徽影院,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8?zanhd
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd

🇨🇳｜河南,#genre#
河南都市,http://123.6.9.146/live/jz-henandushi/live.m3u8?zhend
河南民生,http://123.6.9.146/live/jz-henanminsheng/live.m3u8?zhend

🇨🇳｜黑龙江,#genre#
黑龙江文体,https://idclive.hljtv.com:4430/live/hljwy_hd.m3u8?zheild
黑龙江新闻法治,https://idclive.hljtv.com:4430/live/hljxw_hd.m3u8?zheild
黑龙江公共农业,https://idclive.hljtv.com:4430/live/hljgg_hd.m3u8?zheild
黑龙江影,https://idclive.hljtv.com:4430/live/hljys_hd.m3u8?zheild
黑龙江都市,https://idclive.hljtv.com:4430/live/dushi_hd.m3u8?zheild

🇨🇳｜吉林,#genre#
吉林都市,http://stream1.jlntv.cn/dspd/sd/live.m3u8?zjild
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8?zjild
吉林影院,http://stream1.jlntv.cn/yspd/sd/live.m3u8?zjild
吉林乡村,http://stream1.jlntv.cn/xcpd/sd/live.m3u8?zjild
吉林公共,http://stream1.jlntv.cn/ggpd/sd/live.m3u8?zjild
吉林7频道,http://stream1.jlntv.cn/fzpd/sd/live.m3u8?zjild

🇨🇳｜少儿,#genre#
韩国EBS少儿童频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8?zshijd

🇨🇳｜电台,#genre#
韩国职业广播,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8?zshijd

🇨🇳｜韩国,#genre#
KBC 광주방송 (SBS 光州),http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
TJB 대전방송 (SBS 大田),http://1.245.74.5:1935/live/tv/.m3u8
KCTV 광주,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u8

🇨🇳｜湖南,#genre#
湖南金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
🇭🇰| 港澳特区,#genre#

翡翠台,http://60.208.16.27:1505/gudou.php?id=1350_4500
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
明珠台,http://60.208.16.27:1505/gudou.php?id=1351_4500
明珠台,http://xjayrf.eatuo.com:9901/tsfile/live/1005_1.m3u8
明珠台,http://r.jdshipin.com/ZQ4kN
凤凰资讯台,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰资讯台,http://qspyx.7766.org:9999/tsfile/live/1105_1.m3u8
凤凰资讯台,http://iptv.weai.love/10010/88888888/gxgg.play?tvid=fhzx
凤凰资讯台,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
凤凰香港台,http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
凤凰香港台,http://php.17186.eu.org/phtv/fhhk.m3u8
凤凰香港台,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8
凤凰香港台,http://113.117.74.20:8081/hls/38/index.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
无线新闻台,https://tvp22.sky4k.top/index1.php
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
港台电视32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq.flv
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
凤凰中文台,http://qspyx.7766.org:9999/tsfile/live/1106_1.m3u8
凤凰中文台,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8?zgangd
澳门莲花,https://p.ggiptv.com/v/macaulotustv.php
凤凰电影台,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
有线新闻,http://61.10.2.141:80/live_freedirect/freehd209_h.live/chunklist.m3u8
塞马直击,http://gslb.cdn.hk.chinamobile.com/live/d2afb43f61464fc5a3d3b1b0a4c187a1/11a674a3cca94ceaafab4bd0e2ae634c-2.m3u8
香港卫视文旅,http://hls.ye23.vip/dl/hks6tv.php
天映经典,http://171.108.239.109:8181/tsfile/live/1009_1.m3u8
星空卫视,http://171.108.239.71:8181/tsfile/live/1012_1.m3u8
无线财经·体育·资讯台,http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
星空卫视,http://113.117.74.21:8081/hls/87/index.m3u8
有线财经信息台,http://61.10.2.140/live_freedirect/freehd208_h.live/playlist.m3u8
TVB星河,http://r.jdshipin.com/sXuuD
TVB星河,http://gxfrg007.8800.org:8282/tsfile/live/1062_1.m3u8
澳门葡语,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港卫视,http://107.151.203.111:2209/135/hk.php?id=hkws
莲花卫视,http://107.151.203.111:2209/135/hk.php?id=amlh
澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
翡翠台,https://live.astradamy.com/tvbfc/index.m3u8
明珠台,https://live.astradamy.com/tvbpearl/index.m3u8
星空卫视,http://60.208.16.27:1505/gudou.php?id=xingkong_1500
港台电视32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
澳门莲花,http://103.112.191.9:880/LAOSAT1069.m3u8
HKIBC,https://live.astradamy.com/hk76/index.m3u8
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
RTHK,http://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
无线新闻台,http://r.jdshipin.com/CkuBd
天映经典台,http://162.19.247.76:22222/live/tyjd/index.m3u8
TVB星河,http://103.112.191.9:880/LAOSAT1092.m3u8
凤凰中文台,http://php.17186.eu.org/phtv/fhzw.m3u8
J2,http://sc2022.stream-link.org/tv2306.php?id=h03
J2,http://27.46.125.40:800/hls/81/index.m3u8
翡翠台,http://27.46.125.40:800/hls/80/index.m3u8
无线新闻台,http://27.46.125.40:800/hls/82/index.m3u8
无线财经·体育·资讯台,http://27.46.125.40:800/hls/83/index.m3u8
明珠台,http://27.46.125.40:800/hls/84/index.m3u8
ViuTVsix,http://27.46.125.40:800/hls/85/index.m3u8
ViuTV,http://27.46.125.40:800/hls/86/index.m3u8

凤凰中文台,http://php.17186.eu.org/phtv/fhzw.m3u8
凤凰中文台,http://php.17186.eu.org/phtv/fhzw.flv
凤凰资讯台,https://17186.eu.org/php/phtv/fhzx.m3u8
凤凰资讯台,https://17186.eu.org/php/phtv/fhzx.flv
凤凰中文台,http://r.jdshipin.com/cCCzW
凤凰中文台,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯台,http://r.jdshipin.com/0Rp07
凤凰中文台,http://qspyx.7766.org:9999/tsfile/live/1106_1.m3u8
凤凰中文台,http://xcm13.f3322.net:4000/udp/239.93.0.162:2192
凤凰中文台,http://xcm13.f3322.net:4000/udp/239.93.1.9:2192
凤凰资讯台,http://qspyx.7766.org:9999/tsfile/live/1105_1.m3u8
凤凰资讯台,http://xcm13.f3322.net:4000/udp/239.93.0.118:2191
凤凰资讯台,http://xcm13.f3322.net:4000/udp/239.93.1.4:2191
凤凰香港台,http://php.17186.eu.org/phtv/fhhk.m3u8
凤凰香港台,http://php.17186.eu.org/phtv/fhhk.flv
凤凰香港台,http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
翡翠台,http://60.208.16.27:1505/gudou.php?id=1350_4500
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
明珠台,http://60.208.16.27:1505/gudou.php?id=1351_4500
明珠台,http://xjayrf.eatuo.com:9901/tsfile/live/1005_1.m3u8
明珠台,http://r.jdshipin.com/ZQ4kN
凤凰资讯台,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰资讯台,http://iptv.weai.love/10010/88888888/gxgg.play?tvid=fhzx
凤凰资讯台,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
凤凰香港台,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8
凤凰香港台,http://113.117.74.20:8081/hls/38/index.m3u8
无线新闻台,https://tvp22.sky4k.top/index1.php
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
港台电视32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq.flv
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
凤凰中文台,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8?zgangd
澳门莲花,https://p.ggiptv.com/v/macaulotustv.php
凤凰电影台,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
有线新闻,http://61.10.2.141:80/live_freedirect/freehd209_h.live/chunklist.m3u8
塞马直击,http://gslb.cdn.hk.chinamobile.com/live/d2afb43f61464fc5a3d3b1b0a4c187a1/11a674a3cca94ceaafab4bd0e2ae634c-2.m3u8
香港卫视文旅,http://hls.ye23.vip/dl/hks6tv.php
天映经典,http://171.108.239.109:8181/tsfile/live/1009_1.m3u8
星空卫视,http://171.108.239.71:8181/tsfile/live/1012_1.m3u8
无线财经·体育·资讯台,http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
星空卫视,http://113.117.74.21:8081/hls/87/index.m3u8
有线财经信息台,http://61.10.2.140/live_freedirect/freehd208_h.live/playlist.m3u8
TVB星河,http://r.jdshipin.com/sXuuD
TVB星河,http://gxfrg007.8800.org:8282/tsfile/live/1062_1.m3u8
澳门葡语,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港卫视,http://107.151.203.111:2209/135/hk.php?id=hkws
莲花卫视,http://107.151.203.111:2209/135/hk.php?id=amlh
澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
翡翠台,https://live.astradamy.com/tvbfc/index.m3u8
明珠台,https://live.astradamy.com/tvbpearl/index.m3u8
星空卫视,http://60.208.16.27:1505/gudou.php?id=xingkong_1500
