🔓┃解锁,#genre#

埋堆堆35,http://43.128.40.42:198/虎牙直播/huya.php?id=23749074

埋堆堆36,http://43.128.40.42:198/虎牙直播/huya.php?id=23863882

埋堆堆37,http://43.128.40.42:198/虎牙直播/huya.php?id=23863778

埋堆堆38,http://43.128.40.42:198/虎牙直播/huya.php?id=23824164

埋堆堆39,http://43.128.40.42:198/虎牙直播/huya.php?id=23829537

埋堆堆40,http://43.128.40.42:198/虎牙直播/huya.php?id=23863809

埋堆堆41,http://43.128.40.42:198/虎牙直播/huya.php?id=23865096

埋堆堆42,http://43.128.40.42:198/虎牙直播/huya.php?id=23863804

埋堆堆43,http://43.128.40.42:198/虎牙直播/huya.php?id=23728630

埋堆堆44,http://43.128.40.42:198/虎牙直播/huya.php?id=23863895

埋堆堆45,http://43.128.40.42:198/虎牙直播/huya.php?id=23863787

埋堆堆46,http://43.128.40.42:198/虎牙直播/huya.php?id=23728637

埋堆堆47,http://43.128.40.42:198/虎牙直播/huya.php?id=23865142

埋堆堆48,http://43.128.40.42:198/虎牙直播/huya.php?id=23903085

埋堆堆49,http://43.128.40.42:198/虎牙直播/huya.php?id=23903183

埋堆堆50,http://43.128.40.42:198/虎牙直播/huya.php?id=23728647

埋堆堆51,http://43.128.40.42:198/虎牙直播/huya.php?id=23746691

埋堆堆52,http://43.128.40.42:198/虎牙直播/huya.php?id=23829447

埋堆堆53,http://43.128.40.42:198/虎牙直播/huya.php?id=23728693

埋堆堆54,http://43.128.40.42:198/虎牙直播/huya.php?id=23903130

埋堆堆55,http://43.128.40.42:198/虎牙直播/huya.php?id=23734223

埋堆堆56,http://43.128.40.42:198/虎牙直播/huya.php?id=23734169

埋堆堆57,http://43.128.40.42:198/虎牙直播/huya.php?id=23865124

埋堆堆58,http://43.128.40.42:198/虎牙直播/huya.php?id=23865186

埋堆堆59,http://43.128.40.42:198/虎牙直播/huya.php?id=23902225

埋堆堆60,http://43.128.40.42:198/虎牙直播/huya.php?id=23903164

埋堆堆61,http://43.128.40.42:198/虎牙直播/huya.php?id=23728674

埋堆堆62,http://43.128.40.42:198/虎牙直播/huya.php?id=23863818

埋堆堆63,http://aldirect.corp-hls.huya.com/src/1199561277675-1199561277675-5434860597135015936-2399122678806-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆64,http://aldirect.corp-hls.huya.com/src/1199563477578-1199563477578-5444309108574388224-2399127078612-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆65,http://aldirect.corp-hls.huya.com/src/1199561226091-1199561226091-5434639045542019072-2399122575638-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆66,http://aldirect.corp-hls.huya.com/src/1199563478941-1199563478941-5444314962614812672-2399127081338-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆67,http://aldirect.corp-hls.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆68,http://aldirect.corp-hls.huya.com/src/1199561179151-1199561179151-5434437439777144832-2399122481758-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆69,http://aldirect.corp-hls.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆7,http://aldirect.corp-hls.huya.com/src/1199564003640-1199564003640-5446568527660056576-2399128130736-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆71,http://aldirect.corp-hls.huya.com/src/1199564062365-1199564062365-5446820749614514176-2399128248186-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆72,http://aldirect.corp-hls.huya.com/src/1199563493375-1199563493375-5444376956172763136-2399127110206-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆73,http://aldirect.corp-hls.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆74,http://aldirect.corp-hls.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆75,http://aldirect.corp-hls.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆76,http://aldirect.corp-hls.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆77,http://aldirect.corp-hls.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆78,http://aldirect.corp-hls.huya.com/src/1199563479615-1199563479615-5444317857422770176-2399127082686-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆79,http://aldirect.corp-hls.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆80,http://aldirect.corp-hls.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆81,http://aldirect.corp-hls.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆82,http://aldirect.corp-hls.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆83,http://aldirect.corp-hls.huya.com/src/1199561276760-1199561276760-5434856667239940096-2399122676976-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆84,http://aldirect.corp-hls.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆85,http://aldirect.corp-hls.huya.com/src/1199561244004-1199561244004-5434715981291192320-2399122611464-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆86,http://aldirect.corp-hls.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆87,http://aldirect.corp-hls.huya.com/src/1199561463578-1199561463578-5435659044440244224-2399123050612-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆88,http://aldirect.corp-hls.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆89,http://aldirect.corp-hls.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆90,http://aldirect.corp-hls.huya.com/src/1199561276763-1199561276763-5434856680124841984-2399122676982-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆91,http://aldirect.corp-hls.huya.com/src/1199561153167-1199561153167-5434325839346925568-2399122429790-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆92,http://aldirect.corp-hls.huya.com/src/1199563488528-1199563488528-5444356138466279424-2399127100512-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆93,http://aldirect.corp-hls.huya.com/src/1199561176260-1199561176260-5434425023026692096-2399122475976-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆94,http://aldirect.corp-hls.huya.com/src/1199563564801-1199563564801-5444683728506847232-2399127253058-10057-A-0-1.m3u8?wsiphost=ipdbme







▶️┃虎牙,#genre#


周星驰,https://www.goodiptv.club/huya/11342412
成龙,https://www.goodiptv.club/huya/11342386

徐峥,https://www.goodiptv.club/huya/11602043
古天乐,https://www.goodiptv.club/huya/10871113
林正英,https://www.goodiptv.club/huya/11342421
刘德华,https://www.goodiptv.club/huya/11342424
周润发,https://www.goodiptv.club/huya/11342387

洪金宝,https://www.goodiptv.club/huya/11342427
孙红雷,https://www.goodiptv.club/huya/11352973
李连杰,https://www.goodiptv.club/huya/11342390
张国荣,https://www.goodiptv.club/huya/11602034
释小龙,https://www.goodiptv.club/huya/11342402
香港恐怖,https://www.goodiptv.club/huya/11601960
女神系列,https://www.goodiptv.club/huya/11336571
周星驰放映厅,https://www.goodiptv.club/huya/19105261
五福星系列,https://www.goodiptv.club/huya/11282233
快乐同居生活,https://www.goodiptv.club/huya/11336726
武林外传,https://www.goodiptv.club/huya/11352915
贺岁片,https://www.goodiptv.club/huya/11601986
蜡笔小新,https://www.goodiptv.club/huya/11352970
新三国,https://www.goodiptv.club/huya/11352944
铁齿铜牙纪晓岚,https://www.goodiptv.club/huya/11342396
奔跑吧兄弟,https://www.goodiptv.club/huya/11601972
极限挑战,https://www.goodiptv.club/huya/11352914
虎牙八点档,https://www.goodiptv.club/huya/880261
我是特种兵,https://www.goodiptv.club/huya/11342385
黑帮大片,https://www.goodiptv.club/huya/11336719
人民的名义,https://www.goodiptv.club/huya/11342425
亮剑,https://www.goodiptv.club/huya/11342434
少年包青天,https://www.goodiptv.club/huya/11342393
神探狄仁杰,https://www.goodiptv.club/huya/11352958
各国赌片,https://www.goodiptv.club/huya/11342399
高智商犯罪片,https://www.goodiptv.club/huya/11352962
新水浒传,https://www.goodiptv.club/huya/11342383
奥特曼,https://www.goodiptv.club/huya/11601977
鹿鼎记,https://www.goodiptv.club/huya/11352910
龙门镖局,https://www.goodiptv.club/huya/11352874
网球王子,https://www.goodiptv.club/huya/11352822
三国演义,https://www.goodiptv.club/huya/11602081
沈腾贾玲黄渤,https://www.goodiptv.club/huya/11601961
父母爱情,https://www.goodiptv.club/huya/11342439
家有儿女,https://www.goodiptv.club/huya/11352872
美剧越狱,https://www.goodiptv.club/huya/20488841
康熙微服私访记,https://www.goodiptv.club/huya/11342418
猫和老鼠,https://www.goodiptv.club/huya/11352879
神医喜来乐,https://www.goodiptv.club/huya/11601978
热血女子摔跤,https://www.goodiptv.club/huya/20072872
雍正王朝,https://www.goodiptv.club/huya/11352936
张卫健班西游记,https://www.goodiptv.club/huya/11342395
相声小品,https://www.goodiptv.club/huya/11336593
金庸系列,https://www.goodiptv.club/huya/11352878
倚天屠龙记,https://www.goodiptv.club/huya/11342403
新还珠格格,https://www.goodiptv.club/huya/11342415
回家的诱惑,https://www.goodiptv.club/huya/11352920
隋唐英雄传,https://www.goodiptv.club/huya/11352890
动作悬疑片,https://www.goodiptv.club/huya/11602077
西游记,https://www.goodiptv.club/huya/11602031
任达华,https://www.goodiptv.club/huya/11352883
剃刀边缘,https://www.goodiptv.club/huya/11602036
咱们结婚吧,https://www.goodiptv.club/huya/11342394
世纪贼王张子强,https://www.goodiptv.club/huya/11352940
国产喜剧电影,https://www.goodiptv.club/huya/11602044
水浒传,https://www.goodiptv.club/huya/11352892
大秦帝国裂变,https://www.goodiptv.club/huya/11352918
美食纪录片,https://www.goodiptv.club/huya/11352955
中华小当家,https://www.goodiptv.club/huya/11342413
医馆笑传,https://www.goodiptv.club/huya/11352891
更多资源,http://zb.iptv6.top/gg/gg1/dsm.m3u8
勇敢的心,https://www.goodiptv.club/huya/11602037
甄子丹电影,https://www.goodiptv.club/huya/11352935
楚汉传奇,https://www.goodiptv.club/huya/11342392
僵尸电影,https://www.goodiptv.club/huya/19285234
情深深雨蒙蒙,https://www.goodiptv.club/huya/11352885
花千骨,https://www.goodiptv.club/huya/11342433
魔幻神剧,https://www.goodiptv.club/huya/11602065
粤语经典喜剧,https://www.goodiptv.club/huya/11352894
屌丝男士,https://www.goodiptv.club/huya/11342420
法医秦明,https://www.goodiptv.club/huya/11352950
怀念金庸,https://www.goodiptv.club/huya/11352897
寻秦记,https://www.goodiptv.club/huya/11342417
血色浪漫,https://www.goodiptv.club/huya/11602055
国产动作大片,https://www.goodiptv.club/huya/11352896
陆小凤系列,https://www.goodiptv.club/huya/11336725
步步惊心,https://www.goodiptv.club/huya/11601965
奋斗,https://www.goodiptv.club/huya/11352959
仙剑奇侠传,https://www.goodiptv.club/huya/11336579
封神榜,https://www.goodiptv.club/huya/11342404
杨门女将,https://www.goodiptv.club/huya/11336590
火线追凶系列,https://www.goodiptv.club/huya/11602069
国产青春爱情,https://www.goodiptv.club/huya/11602075
张家辉梁家辉,https://www.goodiptv.club/huya/11352916
2134港片女神,https://www.goodiptv.club/huya/11342429
黑猫警长,https://www.goodiptv.club/huya/11352974
灾难片,https://www.goodiptv.club/huya/11352871
郭富城合集,https://www.goodiptv.club/huya/11352876
张学友合集,https://www.goodiptv.club/huya/11352906
乾隆王朝,https://www.goodiptv.club/huya/11352954
笑傲江湖,https://www.goodiptv.club/huya/11352837
僵尸道长,https://www.goodiptv.club/huya/11352963
今晚80后,https://www.goodiptv.club/huya/11352961
武媚娘传奇,https://www.goodiptv.club/huya/11601964
中国刑侦一号案,https://www.goodiptv.club/huya/11352967
樱桃小丸子,https://www.goodiptv.club/huya/11602067
侠侣探案系列,https://www.goodiptv.club/huya/11352893
古装探案系列,https://www.goodiptv.club/huya/11352917
感人高分电影,https://www.goodiptv.club/huya/15452736
光头神探,https://www.goodiptv.club/huya/11342397
射雕英雄传,https://www.goodiptv.club/huya/21674665
飞车电影,https://www.goodiptv.club/huya/11279247
中国达人秀,https://www.goodiptv.club/huya/11602047
卧底警匪片,https://www.goodiptv.club/huya/11352886
郭德纲脱口秀,https://www.goodiptv.club/huya/11352945
国内动画,https://www.goodiptv.club/huya/11342428
镖行天下,https://www.goodiptv.club/huya/11352969
小公举,https://www.goodiptv.club/huya/11601968
陈翔六点半,https://www.goodiptv.club/huya/11274154




▶️┃广东,#genre#
广东珠江,http://218.17.143.73:9901/tsfile/live/1000_1.m3u8?key=txiptv&url=tvzb.com
广东公共,http://218.17.143.73:9901/tsfile/live/1002_1.m3u8?key=txiptv&url=tvzb.com
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
大湾区卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
大湾区卫视,http://111.20.35.103:6610/000000001000/1000000002000011619/index.m3u8?channel-id=ystenlive&Contentid=1000000002000011619&livemode=1&stbId=00
广东体育,http://218.17.143.73:9901/tsfile/live/1003_1.m3u8?key=txiptv&url=tvzb.com
广东体育,http://218.17.196.234:9901/tsfile/live/1001_1.m3u8
广东体育,http://gxdl-lhs.8866.org:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://218.17.143.73:9901/tsfile/live/1006_1.m3u8?key=txiptv&url=tvzb.com
嘉佳卡通,http://111.20.35.103:6610/000000001000/1000000002000025964/index.m3u8?channel-id=ystenlive&Contentid=1000000002000025964&livemode=1&stbId=00
嘉佳卡通,http://v2.91kds.cn/b9/itouchtv.m3u8?id=gdjjkt&auth=rinimabi
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8?zguangd
深圳龙岗,https://lglivepull.sznews.com/live/2647.m3u8
深圳众创,https://lglivepull.sznews.com/live/2645.m3u8
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8#http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199?zguangd
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
五华综合,http://p2.vzan.com/slowlive/985282647660143081/live.m3u8
平远综合,http://p2.vzan.com/slowlive/738135449685137104/live.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8?zguangd
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8?zguangd
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8#https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8#https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
广东珠江,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1183
广东卫视,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1182
大湾区卫视,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1197
广东新闻,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1186
广东4K超高清,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1198
广东民生,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1185
广东体育,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1184
广东影视,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1199
嘉佳卡通,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1187
大湾区卫视(海外版),http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1191
广东经济科教,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1196
广东少儿,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1200
广东移动,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2463
GRTN文化频道,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2511
河源综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2402
河源公共,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2496
肇庆生活,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2525
肇庆综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=1232
阳江-1,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2505
阳江-2,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2506
化州综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2440
开平生活,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2406
紫金台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2452
海丰县广播电视台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2413
英德新闻综合频道,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2447
阳春综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2458
广宁综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2414
惠东综合频道,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2404
乐昌电视台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2503
普宁台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2450
惠阳电视台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2470
开平综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2405
工布江达县广播电视台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2439
廉江台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2445
清新综合频道,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2448
佛冈综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2460
鹤山综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2441
信宜综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2471
怀集综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2462
徐闻台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2474
遂溪台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2488
阳西综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2476
台山台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2479
新会综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2490
潮安综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2523
连州综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2455
吴川综合,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2499
连平台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2520
东源频道,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2497
广东新闻广播,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2512
珠江经济,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2513
音乐之声,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2514
交通之声,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2515
南方生活,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2518
城市之声,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2519
股市广播,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2516
文体广播,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2517
高要电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2467
惠阳电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2478
海丰电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2464
佛冈电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2461
化州电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2449
英德电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2446
广宁电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2430
四会电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2410
连州电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2457
惠东综合广播,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2443
廉江电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2411
阳春电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2459
螺河之声,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2466
鹤山电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2442
信宜电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2473
徐闻电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2475
新兴电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2484
台山电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2480
怀集电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2486
恩平电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2481
新会电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2489
普宁电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2501
东源电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2498
阳江综合广播,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2508
阳江旅游环保广播,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2507
博罗people广播电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2521
潮安电台,http://103.45.68.47:666/gy/gy_JSVK/触电.php?pk=2524

▶️┃辽宁,#genre#
辽宁都市,http://42.53.68.178:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁影视剧,http://42.53.68.178:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁体育,http://42.53.68.178:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁生活,http://42.53.68.178:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁教育青少,http://42.53.68.178:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁北方,http://42.53.68.178:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁公共,http://42.53.68.178:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁经济,http://42.53.68.178:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁移动电视,http://42.53.68.178:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0


▶️┃浙江,#genre#
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/360p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/360p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/360p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/360p.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
